GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:2000052	positive regulation of non-canonical Wnt signaling pathway	4.48e-02	4.48e-02	1	SFRP1,NKD1,DAB2
GO:0090263	positive regulation of canonical Wnt signaling pathway	6.21e-04	6.21e-04	1	BAMBI,SFRP1,CAV1,SFRP4,COL1A1,SEMA5A,SOX4,WNT2B,SFRP2,DIXDC1,DKK2,DACT1,DAPK3,TMEM198
GO:0030178	negative regulation of Wnt signaling pathway	2.18e-09	2.18e-09	1	SNAI2,DKK3,SFRP1,CAV1,SFRP4,GLI3,MDFI,BICC1,LRP1,BMP2,LRP4,PRICKLE1,NKD1,IGFBP4,SFRP2,NKD2,LATS2,DAB2,APCDD1,DKK2,DACT1,GREM1,IGFBP6,TMEM88,SOSTDC1,MCC,HIC1,NOG,DACT3
GO:0090090	negative regulation of canonical Wnt signaling pathway	6.29e-08	6.29e-08	1	SNAI2,DKK3,SFRP1,CAV1,SFRP4,GLI3,BICC1,BMP2,LRP4,PRICKLE1,NKD1,IGFBP4,SFRP2,NKD2,LATS2,DAB2,DKK2,DACT1,GREM1,IGFBP6,TMEM88,MCC,NOG,DACT3
GO:0035051	cardiocyte differentiation	6.31e-03	6.31e-03	1	IGF1,SEMA3C,PDGFRB,BMP4,BMP2,MYH11,PDGFRA,PRICKLE1,FZD7,NEXN,SPRY1,HAND2,GREM1,AKAP13
GO:1905207	regulation of cardiocyte differentiation	3.88e-02	3.88e-02	1	IGF1,SEMA3C,BMP4,BMP2,PRICKLE1,FZD7,GREM1
GO:0055007	cardiac muscle cell differentiation	2.78e-02	2.78e-02	1	IGF1,PDGFRB,BMP4,BMP2,MYH11,PDGFRA,FZD7,NEXN,GREM1,AKAP13
GO:0050920	regulation of chemotaxis	4.86e-04	4.86e-04	1	SERPINE1,RARRES2,CXCL12,SMOC2,SEMA5A,FGF1,PDGFRB,F3,PGF,EDN2,KDR,PDGFRA,CCL21,THBS1,SLIT2,VEGFC,NBL1,JAM3,GREM1,SCG2,ROBO2
GO:0050926	regulation of positive chemotaxis	2.02e-03	2.02e-03	1	CXCL12,F3,PGF,KDR,VEGFC,SCG2
GO:0050921	positive regulation of chemotaxis	3.64e-03	3.64e-03	1	SERPINE1,RARRES2,CXCL12,SMOC2,SEMA5A,PDGFRB,F3,PGF,EDN2,KDR,CCL21,THBS1,SLIT2,VEGFC,SCG2
GO:0050927	positive regulation of positive chemotaxis	1.49e-03	1.49e-03	1	CXCL12,F3,PGF,KDR,VEGFC,SCG2
GO:0050930	induction of positive chemotaxis	1.22e-02	1.22e-02	1	CXCL12,PGF,VEGFC,SCG2
GO:0050922	negative regulation of chemotaxis	3.05e-02	3.05e-02	1	SEMA5A,THBS1,SLIT2,NBL1,GREM1,ROBO2
GO:0072073	kidney epithelium development	1.59e-05	1.59e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,PODXL,SMO,AGT,SLIT2,NPNT,SIX2,CD34,BASP1,NOG,ROBO2
GO:0072009	nephron epithelium development	8.90e-05	8.90e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,PODXL,SMO,AGT,NPNT,SIX2,CD34,BASP1,NOG
GO:0072088	nephron epithelium morphogenesis	7.31e-05	7.31e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG
GO:0072080	nephron tubule development	4.79e-04	4.79e-04	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG
GO:0072078	nephron tubule morphogenesis	2.61e-04	2.61e-04	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:0072087	renal vesicle development	2.22e-02	2.22e-02	1	BMP4,LIF,SMO,SIX2
GO:0072077	renal vesicle morphogenesis	1.68e-02	1.68e-02	1	BMP4,LIF,SMO,SIX2
GO:0072283	metanephric renal vesicle morphogenesis	5.20e-03	5.20e-03	1	BMP4,LIF,SMO,SIX2
GO:0072163	mesonephric epithelium development	5.85e-06	5.85e-06	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0003151	outflow tract morphogenesis	6.67e-05	6.67e-05	1	ELN,SEMA3C,NRP2,BMP4,SFRP2,TGFBR2,HEYL,HAND2,ZFPM2,SOX11,NOG,CLDN5,ROBO2
GO:0003148	outflow tract septum morphogenesis	9.65e-03	9.65e-03	1	SEMA3C,NRP2,BMP4,TGFBR2,ZFPM2,ROBO2
GO:0051960	regulation of nervous system development	1.08e-05	1.08e-05	1	EPHA3,NGFR,NEDD4,CRMP1,CHRD,NRCAM,SEMA6A,ABL1,SRPX2,PTK7,SEMA5A,DPYSL3,RTN4,TNFRSF8,BMP2,LRRC4B,SERPINF1,DLG4,LRP4,DTX1,ITM2C,ZNF365,SEMA7A,APP,SLIT2,NTRK2,ZEB1,LRRC4C,SPOCK1,PTPRD,LGI4,THY1,FZD1,SKI,NBL1,HEYL,ISLR2,COL3A1,SDC2,NLGN2,NR2F1,CDK5R1,SOX11,NOG,ROBO2,TCF4,LPAR1,ARC,ARHGEF15
GO:0051962	positive regulation of nervous system development	3.60e-03	3.60e-03	1	EPHA3,NGFR,NRCAM,SEMA6A,SRPX2,PTK7,SEMA5A,DPYSL3,BMP2,LRRC4B,SERPINF1,DLG4,ZNF365,SEMA7A,APP,SLIT2,NTRK2,ZEB1,PTPRD,FZD1,NBL1,HEYL,ISLR2,NLGN2,SOX11,ROBO2,TCF4
GO:0051961	negative regulation of nervous system development	2.61e-05	2.61e-05	1	NGFR,CRMP1,CHRD,SEMA5A,DPYSL3,RTN4,TNFRSF8,LRP4,DTX1,ITM2C,ZNF365,SLIT2,SPOCK1,THY1,SKI,COL3A1,NR2F1,SOX11,NOG,ROBO2,LPAR1,ARHGEF15
GO:0000904	cell morphogenesis involved in differentiation	3.61e-07	3.61e-07	1	FYN,GPC1,NGFR,NEDD4,ACTN1,FERMT2,GLI2,SEMA3C,FBLN1,EPYC,NRCAM,LAMB1,SEMA6A,ABL1,OGN,CXCL12,SEMA5A,RTN4,FN1,NRP2,TEK,TNFRSF8,PLCG1,DLG4,LRP4,ZNF365,SEMA7A,APP,EPHA2,SLIT2,NTRK2,LRRC4C,FEZ1,GFRA1,FARP1,PTPRD,THY1,SPON2,PDPN,NTNG1,ISLR2,SDC2,ANTXR1,CDK5R1,MYADM,SLIT3,ROBO2,RILPL1,PDLIM7,ARC,DOK6,TUBB3
GO:0048667	cell morphogenesis involved in neuron differentiation	1.24e-05	1.24e-05	1	FYN,GPC1,NGFR,NEDD4,GLI2,SEMA3C,EPYC,NRCAM,SEMA6A,ABL1,OGN,CXCL12,SEMA5A,RTN4,NRP2,TNFRSF8,PLCG1,DLG4,LRP4,ZNF365,SEMA7A,APP,SLIT2,NTRK2,LRRC4C,FEZ1,GFRA1,FARP1,PTPRD,THY1,SPON2,NTNG1,ISLR2,SDC2,CDK5R1,SLIT3,ROBO2,PDLIM7,ARC,DOK6,TUBB3
GO:0045596	negative regulation of cell differentiation	1.09e-07	1.09e-07	1	IGF1,SNAI2,NGFR,FSTL3,TRIB2,CRMP1,FBLN1,PTHLH,CHRD,SFRP1,CDK6,CAV1,GLI3,NKX3-2,SEMA5A,DPYSL3,RTN4,EFEMP1,TNFSF4,TNFRSF8,INHBA,TWIST1,BMP4,BMP2,LRRC17,COL5A1,LRP4,DTX1,ITM2C,ADAMTS7,ZNF365,PRICKLE1,SLIT2,SFRP2,ZEB1,ADAMTS12,SPOCK1,THY1,FZD7,SKI,RUNX1,FBN1,GREM1,COL3A1,ZFPM2,SOCS5,SOSTDC1,NR2F1,SOX11,NOG,ENPP1,LPAR1,COL5A2,TWIST2
GO:1902106	negative regulation of leukocyte differentiation	5.39e-03	5.39e-03	1	FSTL3,SFRP1,CDK6,GLI3,TNFSF4,INHBA,BMP4,LRRC17,RUNX1,FBN1,SOCS5
GO:0010721	negative regulation of cell development	1.59e-04	1.59e-04	1	IGF1,NGFR,CRMP1,FBLN1,SEMA5A,DPYSL3,RTN4,TNFRSF8,LRP4,DTX1,ITM2C,ZNF365,SLIT2,SPOCK1,THY1,SKI,FBN1,COL3A1,NR2F1,SOX11,NOG,LPAR1
GO:0045668	negative regulation of osteoblast differentiation	1.49e-02	1.49e-02	1	CHRD,CDK6,TWIST1,SKI,GREM1,NOG,TWIST2
GO:0031345	negative regulation of cell projection organization	3.03e-04	3.03e-04	1	FYN,NGFR,CRMP1,SEMA5A,DPYSL3,RTN4,TNFRSF8,LRP4,ITM2C,SPRY2,CCL21,ZNF365,SLIT2,SPOCK1,THY1,NR2F1,LPAR1
GO:0061005	cell differentiation involved in kidney development	1.58e-03	1.58e-03	1	ACTA2,TCF21,BMP4,LIF,PODXL,SMO,SIX2,CD34,BASP1
GO:0035850	epithelial cell differentiation involved in kidney development	3.55e-03	3.55e-03	1	ACTA2,BMP4,LIF,PODXL,SMO,SIX2,CD34,BASP1
GO:0072202	cell differentiation involved in metanephros development	1.49e-03	1.49e-03	1	TCF21,BMP4,LIF,SMO,SIX2,CD34
GO:0003337	mesenchymal to epithelial transition involved in metanephros morphogenesis	5.20e-03	5.20e-03	1	BMP4,LIF,SMO,SIX2
GO:0072102	glomerulus morphogenesis	1.52e-03	1.52e-03	1	PDGFRB,TCF21,BMP4,PDGFRA
GO:0072275	metanephric glomerulus morphogenesis	2.01e-03	2.01e-03	1	PDGFRB,TCF21,PDGFRA
GO:0048514	blood vessel morphogenesis	1.33e-19	1.33e-19	1	DCN,FLT4,NGFR,CALCRL,NRCAM,SEMA6A,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,SMOC2,SEMA5A,LOX,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,PKD2,PGF,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KLF2,KDR,SERPINF1,LOXL2,APLNR,PDGFRA,COL4A2,TMEM2,SPRY2,THBS1,CYP1B1,EMILIN1,EPHA2,HSPG2,ECM1,RHOB,SLIT2,SFRP2,ADAM12,HMGA2,ITGB1,VEGFC,THY1,ROBO4,ANGPT1,CREB3L1,RUNX1,PLXDC1,ITGA5,TGFBR2,ADAMTS9,EMCN,HEY1,SPRED1,JAM3,GREM1,HAS2,SCG2,EGFL7,CD34,SPHK1,EGR3,CDH5,NOG,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0072103	glomerulus vasculature morphogenesis	1.60e-04	1.60e-04	1	PDGFRB,TCF21,BMP4,PDGFRA
GO:0072276	metanephric glomerulus vasculature morphogenesis	2.01e-03	2.01e-03	1	PDGFRB,TCF21,PDGFRA
GO:0001525	angiogenesis	1.32e-16	1.32e-16	1	DCN,FLT4,NGFR,CALCRL,NRCAM,SEMA6A,SRPX2,SFRP1,HOXA3,SERPINE1,SMOC2,SEMA5A,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,PGF,TEK,TGFBI,TWIST1,NR4A1,PLCG1,PTGIS,BMP4,KLF2,KDR,SERPINF1,LOXL2,APLNR,PDGFRA,COL4A2,TMEM2,SPRY2,THBS1,CYP1B1,EMILIN1,EPHA2,HSPG2,ECM1,RHOB,SLIT2,SFRP2,ADAM12,HMGA2,ITGB1,VEGFC,THY1,ROBO4,ANGPT1,CREB3L1,RUNX1,PLXDC1,ITGA5,TGFBR2,ADAMTS9,EMCN,HEY1,SPRED1,JAM3,GREM1,SCG2,CD34,SPHK1,EGR3,CDH5,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0002040	sprouting angiogenesis	6.53e-04	6.53e-04	1	FLT4,NGFR,SEMA6A,SRPX2,SEMA5A,FGF1,TEK,NR4A1,BMP4,KLF2,KDR,LOXL2,APLNR,TMEM2,THBS1,SLIT2,ANGPT1,CREB3L1,ITGA5,ADAMTS9,GREM1,EGR3
GO:0072104	glomerular capillary formation	1.60e-04	1.60e-04	1	PDGFRB,TCF21,BMP4,PDGFRA
GO:0072277	metanephric glomerular capillary formation	2.01e-03	2.01e-03	1	PDGFRB,TCF21,PDGFRA
GO:0048844	artery morphogenesis	2.76e-03	2.76e-03	1	FOXF1,HOXA1,PDGFRB,PKD2,LRP1,SOX4,BMP4,ADAMTS9,HEY1,NOG
GO:0001570	vasculogenesis	8.90e-04	8.90e-04	1	CAV1,PDGFRB,KDR,APLNR,TGFBR2,HEY1,SPRED1,HAS2,EGFL7,CD34
GO:0051017	actin filament bundle assembly	3.84e-03	3.84e-03	1	LIMA1,FSCN1,SORBS1,ABL1,PLS3,SFRP1,NEDD9,DPYSL3,CTGF,TGFB3,TPM1,PHLDB2,DLC1,SYNPO2,LPAR1,ARHGEF15
GO:0030038	contractile actin filament bundle assembly	3.69e-02	3.69e-02	1	SORBS1,ABL1,SFRP1,CTGF,TGFB3,TPM1,PHLDB2,DLC1,LPAR1,ARHGEF15
GO:0043149	stress fiber assembly	3.69e-02	3.69e-02	1	SORBS1,ABL1,SFRP1,CTGF,TGFB3,TPM1,PHLDB2,DLC1,LPAR1,ARHGEF15
GO:0021915	neural tube development	4.81e-03	4.81e-03	1	GLI2,CHRD,PKD2,SOX4,ALDH1A2,PRICKLE1,SKI,DLC1,DACT1,SOX11
GO:0002062	chondrocyte differentiation	1.29e-07	1.29e-07	1	SNAI2,FGFR3,PTHLH,NKX3-2,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ADAMTS12,RUNX1,GREM1,SULF2
GO:1901342	regulation of vasculature development	2.59e-08	2.59e-08	1	DCN,NGFR,SEMA6A,SRPX2,SFRP1,SERPINE1,SMOC2,SEMA5A,SPARC,FGF1,F3,PGF,TEK,TWIST1,PLCG1,PTGIS,BMP4,KLF2,KDR,SERPINF1,APLNR,COL4A2,TMEM2,SPRY2,THBS1,CYP1B1,EMILIN1,EPHA2,HSPG2,ECM1,RHOB,SFRP2,ADAM12,HMGA2,ITGB1,VEGFC,KIT,CREB3L1,RUNX1,ITGA5,ADAMTS9,HEY1,SPRED1,CD34,SPHK1,CDH5,THBS2,AQP1,ECSCR
GO:1901343	negative regulation of vasculature development	1.49e-02	1.49e-02	1	DCN,NGFR,SEMA6A,SERPINE1,SPARC,TEK,BMP4,KLF2,SERPINF1,COL4A2,SPRY2,THBS1,EMILIN1,HSPG2,CREB3L1,ADAMTS9,SPRED1,THBS2,ECSCR
GO:2000181	negative regulation of blood vessel morphogenesis	1.57e-02	1.57e-02	1	DCN,NGFR,SEMA6A,SERPINE1,SPARC,TEK,KLF2,SERPINF1,COL4A2,SPRY2,THBS1,EMILIN1,HSPG2,CREB3L1,ADAMTS9,SPRED1,THBS2,ECSCR
GO:0045765	regulation of angiogenesis	1.67e-08	1.67e-08	1	DCN,NGFR,SEMA6A,SRPX2,SFRP1,SERPINE1,SMOC2,SEMA5A,SPARC,FGF1,F3,PGF,TEK,TWIST1,PLCG1,PTGIS,KLF2,KDR,SERPINF1,APLNR,COL4A2,TMEM2,SPRY2,THBS1,CYP1B1,EMILIN1,EPHA2,HSPG2,ECM1,RHOB,SFRP2,ADAM12,HMGA2,ITGB1,VEGFC,CREB3L1,RUNX1,ITGA5,ADAMTS9,SPRED1,CD34,SPHK1,CDH5,THBS2,AQP1,ECSCR
GO:0016525	negative regulation of angiogenesis	1.40e-02	1.40e-02	1	DCN,NGFR,SEMA6A,SERPINE1,SPARC,TEK,KLF2,SERPINF1,COL4A2,SPRY2,THBS1,EMILIN1,HSPG2,CREB3L1,ADAMTS9,SPRED1,THBS2,ECSCR
GO:0060426	lung vasculature development	6.31e-03	6.31e-03	1	FOXF1,ERRFI1,TCF21
GO:0045992	negative regulation of embryonic development	4.40e-02	4.40e-02	1	COL5A1,SFRP2,FZD7,COL5A2
GO:0060326	cell chemotaxis	2.24e-05	2.24e-05	1	HGF,BCAR1,SERPINE1,RARRES2,CXCL12,SMOC2,SEMA5A,FGF1,PDGFRB,PGF,NR4A1,EDN2,KDR,PDGFRA,CCL21,THBS1,CH25H,EPHA2,SLIT2,CXCL14,VEGFC,KIT,NBL1,JAM3,GREM1,SCG2,CYP7B1,EGR3,C10ORF99,LPAR1,CCL14
GO:0030595	leukocyte chemotaxis	1.84e-02	1.84e-02	1	SERPINE1,RARRES2,CXCL12,PGF,EDN2,CCL21,THBS1,CH25H,SLIT2,VEGFC,KIT,NBL1,JAM3,GREM1,SCG2,CYP7B1,C10ORF99,CCL14
GO:0002551	mast cell chemotaxis	4.48e-02	4.48e-02	1	PGF,VEGFC,KIT
GO:0035767	endothelial cell chemotaxis	9.30e-03	9.30e-03	1	SMOC2,SEMA5A,FGF1,NR4A1,KDR,THBS1,EGR3
GO:0022604	regulation of cell morphogenesis	8.95e-04	8.95e-04	1	FYN,NGFR,NEDD4,FBLN1,NRCAM,BAMBI,ABL1,SH3D19,SEMA5A,SPARC,RTN4,KDR,DLG4,LRP4,SEMA7A,TPM1,SLIT2,NTRK2,LRRC4C,PTPRD,THY1,KIT,PDPN,CDC42EP3,DLC1,ISLR2,SDC2,CDK5R1,MYADM,FGD6,ROBO2,LPAR1,ARC
GO:0010769	regulation of cell morphogenesis involved in differentiation	1.50e-03	1.50e-03	1	NGFR,NEDD4,FBLN1,NRCAM,ABL1,SEMA5A,RTN4,LRP4,SEMA7A,SLIT2,NTRK2,LRRC4C,PTPRD,THY1,PDPN,ISLR2,SDC2,CDK5R1,MYADM,ROBO2,ARC
GO:0072164	mesonephric tubule development	5.85e-06	5.85e-06	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0072171	mesonephric tubule morphogenesis	9.68e-05	9.68e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:0001657	ureteric bud development	4.46e-06	4.46e-06	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0060675	ureteric bud morphogenesis	7.39e-05	7.39e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:0001658	branching involved in ureteric bud morphogenesis	4.16e-05	4.16e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG
GO:0090189	regulation of branching involved in ureteric bud morphogenesis	7.97e-03	7.97e-03	1	BMP4,SMO,AGT,SIX2,NOG
GO:0008038	neuron recognition	2.12e-05	2.12e-05	1	EPHA3,NRCAM,SEMA5A,PCDH12,RTN4,APP,CDK5R1,NTM,ROBO2
GO:0010470	regulation of gastrulation	1.69e-02	1.69e-02	1	PHLDB1,COL5A1,PHLDB2,CRB2,FZD7,MYADM,COL5A2
GO:2000542	negative regulation of gastrulation	1.30e-02	1.30e-02	1	COL5A1,FZD7,COL5A2
GO:0060973	cell migration involved in heart development	2.22e-02	2.22e-02	1	SNAI2,SEMA3C,PDGFRB,DCHS1
GO:0061035	regulation of cartilage development	8.23e-06	8.23e-06	1	SNAI2,PTHLH,NKX3-2,EFEMP1,BMP4,BMP2,LOXL2,ADAMTS7,ADAMTS12,GREM1,BMP1
GO:0061037	negative regulation of cartilage development	6.38e-05	6.38e-05	1	SNAI2,PTHLH,NKX3-2,EFEMP1,ADAMTS7,ADAMTS12,GREM1
GO:0032330	regulation of chondrocyte differentiation	2.54e-04	2.54e-04	1	SNAI2,PTHLH,NKX3-2,EFEMP1,LOXL2,ADAMTS7,ADAMTS12,GREM1
GO:0032331	negative regulation of chondrocyte differentiation	1.96e-05	1.96e-05	1	SNAI2,PTHLH,NKX3-2,EFEMP1,ADAMTS7,ADAMTS12,GREM1
GO:0010720	positive regulation of cell development	1.13e-03	1.13e-03	1	IGF1,EPHA3,NGFR,SEMA3C,NRCAM,SEMA6A,ABL1,PTK7,SEMA5A,DPYSL3,BMP4,BMP2,SERPINF1,DLG4,ZNF365,SEMA7A,APP,SLIT2,NTRK2,ZEB1,PTPRD,FZD1,NBL1,HEYL,ISLR2,SOX11,CDH5,MYADM,CLDN5,ROBO2,TCF4
GO:0010770	positive regulation of cell morphogenesis involved in differentiation	4.59e-02	4.59e-02	1	NGFR,ABL1,SEMA5A,SEMA7A,SLIT2,NTRK2,PTPRD,ISLR2,MYADM,ROBO2
GO:0035987	endodermal cell differentiation	5.37e-08	5.37e-08	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,INHBA,COL5A1,COL4A2,COL6A1,COL8A1,HMGA2,MMP14,ITGA5,COL5A2
GO:2000147	positive regulation of cell motility	3.58e-12	3.58e-12	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,LAMB1,SEMA6A,ABL1,SRPX2,SYDE1,SERPINE1,RARRES2,CXCL12,SPOCK2,COL1A1,SMOC2,SEMA5A,SPARC,FGF1,PDGFRB,FOXP1,RTN4,FN1,IGFBP5,F3,NRP2,PGF,TEK,TWIST1,PLAU,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,SPRY2,CCL21,THBS1,FGF7,APP,CYR61,RHOB,ADRA2A,VEGFC,DAB2,THY1,ANGPT1,MMP14,PDPN,DDR2,ROR2,HAS2,PDGFD,LRRC15,SPHK1,MYADM,F2R,TWIST2
GO:0002089	lens morphogenesis in camera-type eye	4.48e-02	4.48e-02	1	EPHA2,SKI,SOX11
GO:1904018	positive regulation of vasculature development	2.79e-06	2.79e-06	1	SRPX2,SERPINE1,SMOC2,SEMA5A,FGF1,F3,PGF,TEK,TWIST1,PLCG1,PTGIS,KDR,APLNR,THBS1,CYP1B1,ECM1,RHOB,SFRP2,ADAM12,HMGA2,ITGB1,VEGFC,KIT,RUNX1,ITGA5,CD34,SPHK1,CDH5,AQP1
GO:0045766	positive regulation of angiogenesis	4.22e-07	4.22e-07	1	SRPX2,SERPINE1,SMOC2,SEMA5A,FGF1,F3,PGF,TEK,TWIST1,PLCG1,PTGIS,KDR,APLNR,THBS1,CYP1B1,ECM1,RHOB,SFRP2,ADAM12,HMGA2,ITGB1,VEGFC,RUNX1,ITGA5,CD34,SPHK1,CDH5,AQP1
GO:0002685	regulation of leukocyte migration	2.27e-03	2.27e-03	1	SERPINE1,RARRES2,CXCL12,PGF,EDN2,LRCH1,CCL21,THBS1,EMILIN1,APP,SLIT2,VEGFC,THY1,NBL1,JAM3,GREM1,C10ORF99,APOD
GO:0071675	regulation of mononuclear cell migration	1.10e-02	1.10e-02	1	SERPINE1,RARRES2,CXCL12,THBS1,SLIT2,NBL1,GREM1
GO:0002688	regulation of leukocyte chemotaxis	1.84e-02	1.84e-02	1	SERPINE1,RARRES2,CXCL12,PGF,EDN2,CCL21,THBS1,SLIT2,VEGFC,NBL1,JAM3,GREM1
GO:0003272	endocardial cushion formation	5.23e-04	5.23e-04	1	SNAI2,SNAI1,TGFBR2,HEYL,DCHS1,NOG,ROBO2
GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	2.91e-03	2.91e-03	1	SNAI2,SNAI1,TGFBR2,HEYL,NOG
GO:0061564	axon development	5.10e-05	5.10e-05	1	FYN,EPHA3,GPC1,NGFR,GLI2,SEMA3C,EPYC,NRCAM,SEMA6A,ABL1,OGN,CXCL12,SEMA5A,RTN4,NRP2,TNFRSF8,PLCG1,LRP4,SEMA7A,APP,SLIT2,NTRK2,LRRC4C,FEZ1,GFRA1,THY1,SPON2,NTNG1,ISLR2,CDK5R1,SLIT3,ROBO2,APOD,PDLIM7,DOK6,TUBB3
GO:0106030	neuron projection fasciculation	2.91e-03	2.91e-03	1	EPHA3,NRCAM,SEMA5A,RTN4,CDK5R1
GO:0007413	axonal fasciculation	2.91e-03	2.91e-03	1	EPHA3,NRCAM,SEMA5A,RTN4,CDK5R1
GO:0048701	embryonic cranial skeleton morphogenesis	3.52e-02	3.52e-02	1	HOXA1,TWIST1,PDGFRA,TGFBR2
GO:0030336	negative regulation of cell migration	2.17e-04	2.17e-04	1	DCN,NAV3,CHRD,SFRP1,SERPINE1,CXCL12,DPYSL3,IGFBP5,RECK,LRP1,LRCH1,CCL21,THBS1,CYP1B1,EMILIN1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,THY1,NBL1,ADAMTS9,DLC1,GREM1,COL3A1,MCC,PODN,NOG,PRKG1,APOD
GO:0014912	negative regulation of smooth muscle cell migration	2.29e-02	2.29e-02	1	SERPINE1,IGFBP5,LRP1,TPM1,SLIT2,PRKG1
GO:0002686	negative regulation of leukocyte migration	1.57e-03	1.57e-03	1	CXCL12,LRCH1,CCL21,EMILIN1,SLIT2,NBL1,GREM1,APOD
GO:0071676	negative regulation of mononuclear cell migration	2.22e-02	2.22e-02	1	SLIT2,NBL1,GREM1
GO:0030335	positive regulation of cell migration	7.12e-12	7.12e-12	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,LAMB1,SEMA6A,ABL1,SRPX2,SYDE1,SERPINE1,RARRES2,CXCL12,COL1A1,SMOC2,SEMA5A,SPARC,FGF1,PDGFRB,FOXP1,RTN4,FN1,IGFBP5,F3,NRP2,PGF,TEK,PLAU,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,SPRY2,CCL21,THBS1,FGF7,APP,CYR61,RHOB,ADRA2A,VEGFC,DAB2,THY1,ANGPT1,MMP14,PDPN,DDR2,ROR2,HAS2,PDGFD,LRRC15,SPHK1,MYADM,F2R,TWIST2
GO:0010717	regulation of epithelial to mesenchymal transition	8.46e-07	8.46e-07	1	PHLDB1,EPHA3,BAMBI,SFRP1,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,TGFB1I1,PHLDB2,SFRP2,CRB2,DAB2,PDPN,TGFBR2,GREM1,NOG
GO:0010718	positive regulation of epithelial to mesenchymal transition	4.16e-05	4.16e-05	1	BAMBI,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,TGFB1I1,CRB2,DAB2,PDPN,TGFBR2
GO:0010632	regulation of epithelial cell migration	1.50e-02	1.50e-02	1	DCN,FLT4,BCAR1,ABL1,SRPX2,SMOC2,SEMA5A,SPARC,FGF1,FOXP1,RTN4,NRP2,TEK,PLCG1,BMP4,KDR,AGT,THBS1,FGF7,EPHA2,RHOB,SLIT2,ANGPT1,ADAMTS9,MCC
GO:0010594	regulation of endothelial cell migration	1.10e-02	1.10e-02	1	DCN,FLT4,BCAR1,ABL1,SRPX2,SMOC2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,PLCG1,BMP4,KDR,AGT,THBS1,EPHA2,RHOB,SLIT2,ANGPT1,ADAMTS9
GO:2001026	regulation of endothelial cell chemotaxis	4.69e-02	4.69e-02	1	SMOC2,SEMA5A,FGF1,KDR,THBS1
GO:0010634	positive regulation of epithelial cell migration	9.25e-04	9.25e-04	1	FLT4,BCAR1,ABL1,SRPX2,SMOC2,SEMA5A,SPARC,FGF1,FOXP1,RTN4,NRP2,TEK,PLCG1,BMP4,KDR,AGT,THBS1,FGF7,RHOB,ANGPT1
GO:0010595	positive regulation of endothelial cell migration	4.50e-04	4.50e-04	1	FLT4,BCAR1,ABL1,SRPX2,SMOC2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,PLCG1,BMP4,KDR,AGT,THBS1,RHOB,ANGPT1
